Código,Título,Estrato,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
SE94,Sopa a la minuta de pollo,C,60kcal,253KJ,19.90g,2.90g,1.30g,9.00g,8.40g,0.50g,0.30g,13mg,41mg,0.39mg,0.98mg,431mg,14mg,195μg,0.03mg,0.11mg,0.97mg,2.23mg,0μg,
SE95,Sopa campesina,E,45kcal,187KJ,10.10g,2.20g,0.40g,8.50g,5.90g,1.40g,0.40g,13mg,36mg,0.33mg,0.74mg,72mg,2mg,15μg,0.04mg,0.02mg,0.43mg,0.99mg,0μg,
SE96,Sopa chilena,A,21kcal,86KJ,9.00g,2.10g,0.30g,3.30g,2.30g,1.00g,0.30g,7mg,27mg,0.32mg,0.46mg,305mg,0mg,3μg,0.02mg,0.02mg,0.44mg,0.76mg,0μg,
SE97,Sopa criolla con pollo,A,19kcal,79KJ,9.20g,1.00g,0.50g,2.90g,2.60g,0.20g,0.10g,10mg,15mg,0.14mg,0.38mg,96mg,10mg,82μg,0.01mg,0.04mg,0.25mg,0.65mg,0μg,
SE98,Sopa criolla con res,C,41kcal,174KJ,19.90g,3.10g,0.60g,6.00g,5.60g,0.40g,0.30g,6mg,36mg,0.57mg,0.75mg,302mg,0mg,3μg,0.02mg,0.03mg,0.93mg,1.92mg,0μg,
SE99,Sopa de arroz,C,26kcal,109KJ,11.40g,1.40g,0.50g,3.90g,3.70g,0.10g,0.10g,3mg,19mg,0.23mg,0.37mg,173mg,12mg,165μg,0.01mg,0.06mg,0.61mg,1.45mg,0μg,
SE100,Sopa de arroz con res,C,16kcal,67KJ,8.10g,0.40g,0.00g,3.60g,3.40g,0.20g,0.10g,3mg,8mg,0.07mg,0.08mg,71mg,2mg,2μg,0.01mg,0.01mg,0.16mg,1.73mg,0μg,
SE100,Sopa de arroz con res,D,30kcal,126KJ,22.60g,1.80g,0.20g,5.50g,5.10g,0.40g,0.30g,8mg,25mg,0.34mg,0.36mg,187mg,5mg,34μg,0.02mg,0.02mg,0.60mg,2.12mg,0μg,
SE100,Sopa de arroz con res,E,45kcal,189KJ,18.00g,1.70g,0.20g,9.10g,8.90g,0.20g,0.20g,7mg,26mg,0.34mg,0.32mg,459mg,3mg,27μg,0.01mg,0.02mg,0.55mg,3.42mg,0μg,
SE101,Sopa de arverja,C,94kcal,393KJ,8.90g,2.90g,0.40g,20.20g,19.40g,0.80g,0.40g,7mg,30mg,0.49mg,0.50mg,20mg,0mg,1μg,0.03mg,0.01mg,0.55mg,0.91mg,0μg,
SE102,Sopa de cangrejo,C,35kcal,148KJ,16.60g,1.40g,0.10g,7.50g,7.20g,0.40g,0.30g,7mg,21mg,0.12mg,0.49mg,273mg,5mg,15μg,0.02mg,0.03mg,0.33mg,1.29mg,0μg,
SE103,Sopa de casa,A,52kcal,216KJ,18.90g,2.10g,0.30g,10.40g,9.70g,0.70g,0.30g,9mg,32mg,0.28mg,0.68mg,214mg,6mg,62μg,0.03mg,0.04mg,0.69mg,3.03mg,0μg,
SE103,Sopa de casa,B,39kcal,163KJ,16.00g,1.80g,0.30g,7.80g,6.50g,0.50g,0.20g,8mg,25mg,0.23mg,0.60mg,97mg,8mg,57μg,0.02mg,0.03mg,0.51mg,1.26mg,0μg,
SE103,Sopa de casa,C,48kcal,203KJ,19.40g,2.00g,0.40g,9.60g,8.70g,0.60g,0.30g,9mg,30mg,0.28mg,0.85mg,106mg,14mg,135μg,0.03mg,0.06mg,0.67mg,2.20mg,0μg,
SE103,Sopa de casa,D,44kcal,183KJ,18.40g,2.10g,0.60g,8.00g,7.20g,0.60g,0.30g,9mg,30mg,0.34mg,0.87mg,226mg,20mg,170μg,0.02mg,0.08mg,0.68mg,2.08mg,0μg,
SE103,Sopa de casa,E,38kcal,160KJ,20.40g,1.90g,0.50g,6.90g,6.00g,0.60g,0.30g,9mg,29mg,0.32mg,0.76mg,186mg,18mg,183μg,0.02mg,0.08mg,0.73mg,2.37mg,0μg,
SE104,Sopa de casa con res,A,40kcal,169KJ,25.40g,2.20g,0.20g,7.90g,7.20g,0.60g,0.30g,10mg,31mg,0.43mg,0.58mg,293mg,8mg,49μg,0.02mg,0.04mg,0.72mg,2.41mg,0μg,
SE104,Sopa de casa con res,C,34kcal,142KJ,9.80g,1.40g,0.10g,7.50g,6.70g,0.70g,0.20g,6mg,22mg,0.21mg,0.53mg,157mg,5mg,8μg,0.02mg,0.03mg,0.33mg,1.20mg,0μg,
SE104,Sopa de casa con res,D,43kcal,181KJ,25.90g,2.30g,0.20g,8.50g,7.80g,0.70g,0.30g,12mg,31mg,0.38mg,0.76mg,148mg,9mg,48μg,0.02mg,0.03mg,0.63mg,2.14mg,0μg,
SE104,Sopa de casa con res,E,39kcal,162KJ,23.10g,1.90g,0.10g,7.70g,6.80g,0.50g,0.30g,10mg,27mg,0.34mg,0.48mg,125mg,6mg,30μg,0.02mg,0.02mg,0.58mg,2.99mg,0μg,
SE105,Sopa de choro,A,32kcal,134KJ,20.50g,1.20g,0.30g,6.60g,6.10g,0.50g,0.30g,15mg,24mg,0.16mg,0.52mg,234mg,11mg,43μg,0.02mg,0.05mg,0.33mg,1.80mg,0μg,
SE105,Sopa de choro,C,44kcal,183KJ,13.90g,1.60g,0.10g,9.40g,8.90g,0.50g,0.20g,11mg,26mg,0.21mg,0.84mg,51mg,4mg,15μg,0.02mg,0.04mg,0.29mg,1.10mg,0μg,
SE105,Sopa de choro,D,44kcal,183KJ,24.30g,2.00g,0.40g,8.60g,7.60g,0.60g,0.40g,17mg,36mg,0.26mg,0.86mg,289mg,5mg,37μg,0.02mg,0.08mg,0.44mg,2.28mg,0μg,
SE105,Sopa de choro,E,32kcal,135KJ,22.00g,1.80g,0.20g,5.80g,4.60g,0.30g,0.30g,14mg,29mg,0.20mg,0.59mg,289mg,5mg,24μg,0.02mg,0.06mg,0.35mg,1.89mg,0μg,
SE106,Sopa de fideos,C,31kcal,131KJ,11.50g,1.50g,0.50g,5.50g,5.00g,0.40g,0.20g,4mg,23mg,0.23mg,0.61mg,174mg,12mg,165μg,0.02mg,0.07mg,0.57mg,1.39mg,0μg,
SE106,Sopa de fideos,D,38kcal,160KJ,20.10g,2.30g,0.80g,5.70g,4.90g,0.50g,0.30g,9mg,29mg,0.33mg,0.86mg,131mg,22mg,228μg,0.02mg,0.10mg,0.83mg,2.87mg,0μg,
SE107,Sopa de fideos con res,A,50kcal,211KJ,25.90g,2.90g,0.50g,9.40g,8.50g,0.90g,0.30g,15mg,39mg,0.48mg,1.02mg,238mg,21mg,137μg,0.03mg,0.05mg,0.77mg,2.29mg,0μg,
SE107,Sopa de fideos con res,C,37kcal,154KJ,20.80g,2.00g,0.10g,7.40g,6.70g,0.60g,0.30g,9mg,28mg,0.34mg,0.65mg,247mg,7mg,36μg,0.02mg,0.03mg,0.58mg,1.90mg,0μg,
SE107,Sopa de fideos con res,D,50kcal,208KJ,23.10g,1.90g,0.10g,10.90g,10.10g,0.90g,0.30g,10mg,30mg,0.29mg,0.76mg,45mg,6mg,17μg,0.03mg,0.03mg,0.55mg,2.77mg,0μg,
SE108,Sopa de frejoles,A,58kcal,244KJ,18.20g,3.40g,0.50g,10.30g,8.30g,2.00g,0.50g,16mg,51mg,0.55mg,0.97mg,119mg,0mg,5μg,0.03mg,0.04mg,0.77mg,2.57mg,0μg,
SE109,Sopa de gallina,C,38kcal,160KJ,24.20g,2.60g,0.30g,6.60g,6.20g,0.40g,0.30g,9mg,38mg,0.23mg,0.48mg,349mg,3mg,30μg,0.02mg,0.02mg,1.44mg,2.07mg,0μg,
SE109,Sopa de gallina,E,28kcal,115KJ,13.20g,1.70g,0.20g,4.80g,4.60g,0.30g,0.20g,4mg,24mg,0.15mg,0.34mg,25mg,0mg,5μg,0.02mg,0.01mg,0.92mg,1.45mg,0μg,
SE110,Sopa de habas,C,54kcal,225KJ,24.40g,2.20g,0.70g,10.10g,6.70g,0.30g,0.50g,40mg,41mg,0.14mg,0.97mg,40mg,0mg,27μg,0.02mg,0.05mg,0.24mg,2.35mg,0μg,
SE111,Sopa de hueso de res,A,20kcal,82KJ,9.70g,0.40g,0.20g,4.00g,3.90g,0.10g,0.10g,4mg,8mg,0.08mg,0.11mg,160mg,2mg,32μg,0.01mg,0.01mg,0.13mg,0.88mg,0μg,
SE112,Sopa de leche,C,41kcal,170KJ,19.30g,1.50g,0.80g,6.90g,5.30g,0.20g,0.30g,18mg,27mg,0.21mg,0.27mg,274mg,5mg,41μg,0.01mg,0.05mg,0.17mg,0.99mg,0μg,
SE113,Sopa de menudencia,B,56kcal,234KJ,20.40g,2.70g,0.20g,11.30g,8.10g,3.20g,0.40g,12mg,47mg,0.52mg,0.98mg,165mg,4mg,13μg,0.04mg,0.05mg,0.60mg,3.05mg,0μg,
SE113,Sopa de menudencia,C,49kcal,207KJ,23.40g,2.80g,1.10g,7.30g,6.30g,0.50g,0.30g,9mg,38mg,0.45mg,1.12mg,185mg,31mg,369μg,0.03mg,0.14mg,1.13mg,2.77mg,0μg,
SE113,Sopa de menudencia,D,38kcal,159KJ,18.30g,2.30g,0.80g,5.60g,4.90g,0.40g,0.30g,7mg,30mg,0.34mg,0.84mg,197mg,22mg,224μg,0.02mg,0.10mg,0.89mg,2.21mg,0μg,
SE113,Sopa de menudencia,E,37kcal,157KJ,18.80g,2.10g,0.70g,6.00g,5.10g,0.50g,0.20g,8mg,29mg,0.31mg,0.76mg,144mg,19mg,215μg,0.02mg,0.09mg,0.83mg,2.62mg,0μg,
SE114,Sopa de morón con pollo,A,61kcal,255KJ,42.90g,3.10g,1.40g,11.00g,8.50g,2.10g,0.60g,19mg,64mg,0.73mg,1.93mg,348mg,43mg,476μg,0.05mg,0.19mg,1.62mg,5.02mg,0μg,
SE114,Sopa de morón con pollo,C,38kcal,159KJ,21.00g,2.00g,0.70g,7.10g,5.70g,1.30g,0.40g,10mg,41mg,0.42mg,1.12mg,197mg,16mg,172μg,0.03mg,0.09mg,0.97mg,2.25mg,0μg,
SE114,Sopa de morón con pollo,D,61kcal,256KJ,33.70g,2.40g,1.00g,12.50g,10.30g,2.10g,0.50g,12mg,58mg,0.61mg,1.62mg,137mg,25mg,321μg,0.05mg,0.14mg,1.31mg,5.21mg,0μg,
SE114,Sopa de morón con pollo,E,34kcal,144KJ,23.10g,1.80g,0.60g,6.00g,5.10g,0.80g,0.30g,10mg,34mg,0.33mg,0.84mg,206mg,18mg,159μg,0.03mg,0.08mg,0.87mg,2.42mg,0μg,
SE115,Sopa de morón con res,A,17kcal,71KJ,16.00g,0.80g,0.10g,3.80g,3.20g,0.60g,0.20g,7mg,18mg,0.19mg,0.40mg,126mg,5mg,17μg,0.01mg,0.02mg,0.34mg,1.36mg,0μg,
SE115,Sopa de morón con res,B,22kcal,93KJ,12.20g,1.10g,0.20g,5.20g,3.90g,1.10g,0.30g,8mg,28mg,0.35mg,0.77mg,53mg,4mg,11μg,0.02mg,0.02mg,0.44mg,0.74mg,0μg,
SE115,Sopa de morón con res,C,28kcal,119KJ,19.00g,1.50g,0.30g,6.10g,4.80g,1.10g,0.30g,11mg,31mg,0.33mg,0.76mg,181mg,8mg,45μg,0.02mg,0.04mg,0.56mg,1.75mg,0μg,
SE115,Sopa de morón con res,D,33kcal,140KJ,20.60g,1.90g,0.50g,6.40g,4.80g,1.30g,0.30g,10mg,38mg,0.47mg,1.05mg,167mg,14mg,140μg,0.03mg,0.07mg,0.81mg,2.19mg,0μg,
SE115,Sopa de morón con res,E,26kcal,111KJ,18.70g,1.20g,0.20g,6.00g,4.70g,1.10g,0.30g,10mg,27mg,0.29mg,0.70mg,229mg,6mg,29μg,0.02mg,0.03mg,0.43mg,1.72mg,0μg,
SE116,Sopa de mote,C,70kcal,291KJ,12.70g,2.20g,0.60g,14.10g,13.80g,0.20g,0.40g,10mg,53mg,0.26mg,0.76mg,394mg,0mg,1μg,0.05mg,0.04mg,0.71mg,1.98mg,0μg,
SE116,Sopa de mote,D,54kcal,225KJ,9.00g,1.60g,0.30g,11.40g,11.20g,0.10g,0.20g,9mg,26mg,0.03mg,0.68mg,99mg,0mg,1μg,0.02mg,0.02mg,0.37mg,0.20mg,0μg,
SE116,Sopa de mote,E,45kcal,186KJ,8.40g,2.70g,0.80g,6.70g,6.70g,0.00g,0.20g,8mg,28mg,0.23mg,0.56mg,133mg,7mg,1μg,0.03mg,0.02mg,0.53mg,0.25mg,0μg,
SE117,Sopa de mote con res,C,38kcal,160KJ,6.90g,1.50g,0.40g,7.10g,7.10g,0.10g,0.20g,4mg,24mg,0.23mg,0.41mg,255mg,0mg,0μg,0.02mg,0.01mg,0.53mg,0.51mg,0μg,
SE118,Sopa de papa,B,95kcal,396KJ,82.50g,1.70g,6.00g,8.70g,6.10g,0.70g,0.80g,21mg,47mg,0.10mg,0.80mg,101mg,1mg,29μg,0.06mg,0.07mg,1.05mg,7.28mg,0μg,
SE118,Sopa de papa,C,59kcal,245KJ,26.50g,4.60g,0.40g,8.90g,8.60g,0.30g,0.40g,5mg,50mg,0.82mg,0.81mg,133mg,0mg,0μg,0.03mg,0.04mg,1.49mg,1.89mg,0μg,
SE119,Sopa de pescado,A,51kcal,215KJ,24.90g,1.90g,0.40g,10.10g,9.50g,0.60g,0.30g,10mg,37mg,0.19mg,0.30mg,184mg,6mg,33μg,0.03mg,0.03mg,0.47mg,2.79mg,0μg,
SE119,Sopa de pescado,C,36kcal,150KJ,3.80g,1.30g,0.20g,7.00g,7.00g,0.00g,0.10g,2mg,22mg,0.14mg,0.16mg,35mg,0mg,0μg,0.01mg,0.00mg,0.20mg,0.22mg,0μg,
SE120,Sopa de pollo,A,38kcal,159KJ,20.00g,2.30g,0.60g,6.30g,5.60g,0.50g,0.30g,9mg,29mg,0.29mg,0.68mg,190mg,15mg,161μg,0.02mg,0.07mg,0.85mg,2.22mg,0μg,
SE120,Sopa de pollo,B,34kcal,142KJ,19.20g,2.00g,0.70g,5.20g,4.60g,0.40g,0.20g,9mg,26mg,0.28mg,0.69mg,265mg,19mg,190μg,0.02mg,0.08mg,0.76mg,2.93mg,0μg,
SE120,Sopa de pollo,C,48kcal,201KJ,20.60g,2.60g,1.00g,7.60g,6.70g,0.50g,1.00g,11mg,33mg,0.32mg,0.97mg,150mg,17mg,179μg,0.02mg,0.08mg,0.84mg,2.21mg,0μg,
SE120,Sopa de pollo,D,43kcal,178KJ,20.50g,2.30g,0.60g,7.40g,6.40g,0.60g,0.30g,9mg,31mg,0.33mg,0.84mg,167mg,17mg,172μg,0.03mg,0.08mg,0.81mg,2.34mg,0μg,
SE120,Sopa de pollo,E,47kcal,195KJ,20.40g,2.40g,0.70g,8.00g,7.00g,0.60g,0.30g,9mg,34mg,0.36mg,0.96mg,187mg,22mg,221μg,0.03mg,0.10mg,0.87mg,2.38mg,0μg,
SE121,Sopa de res,A,36kcal,150KJ,20.80g,2.00g,0.30g,6.80g,6.30g,0.50g,0.30g,10mg,30mg,0.35mg,0.58mg,159mg,6mg,28μg,0.02mg,0.03mg,0.62mg,1.93mg,0μg,
SE121,Sopa de res,B,49kcal,207KJ,14.10g,1.80g,0.10g,11.10g,10.30g,0.80g,0.30g,11mg,28mg,0.26mg,0.87mg,279mg,13mg,22μg,0.02mg,0.03mg,0.39mg,1.16mg,0μg,
SE121,Sopa de res,C,38kcal,160KJ,22.10g,2.00g,0.20g,7.50g,6.80g,0.60g,0.30g,10mg,30mg,0.36mg,0.74mg,207mg,5mg,25μg,0.02mg,0.04mg,0.60mg,2.51mg,0μg,
SE121,Sopa de res,D,39kcal,163KJ,20.80g,2.10g,0.20g,7.60g,6.90g,0.50g,0.30g,11mg,30mg,0.37mg,0.69mg,199mg,6mg,25μg,0.02mg,0.03mg,0.57mg,1.93mg,0μg,
SE121,Sopa de res,E,49kcal,203KJ,24.40g,2.50g,0.20g,9.80g,8.70g,0.70g,0.30g,13mg,36mg,0.45mg,0.88mg,214mg,8mg,30μg,0.02mg,0.04mg,0.69mg,2.50mg,0μg,
SE122,Sopa de sémola,A,50kcal,211KJ,24.80g,3.50g,1.60g,5.90g,3.90g,0.40g,0.30g,11mg,43mg,0.57mg,1.09mg,46mg,42mg,542μg,0.03mg,0.19mg,1.46mg,2.81mg,0μg,
SE122,Sopa de sémola,C,37kcal,153KJ,20.10g,1.90g,0.40g,6.70g,6.00g,0.50g,0.30g,10mg,25mg,0.26mg,0.38mg,154mg,12mg,100μg,0.02mg,0.04mg,0.66mg,1.73mg,0μg,
SE122,Sopa de sémola,D,38kcal,160KJ,21.10g,2.20g,0.80g,5.80g,5.00g,0.50g,0.30g,9mg,30mg,0.28mg,0.66mg,229mg,29mg,221μg,0.02mg,0.08mg,0.74mg,2.12mg,0μg,
SE122,Sopa de sémola,E,30kcal,125KJ,16.70g,1.30g,0.20g,6.20g,5.50g,0.50g,0.20g,10mg,19mg,0.22mg,0.30mg,166mg,4mg,19μg,0.02mg,0.02mg,0.38mg,2.23mg,0μg,
SE123,Sopa de sémola con pollo,C,35kcal,145KJ,17.80g,2.10g,0.80g,5.20g,4.50g,0.40g,0.20g,8mg,27mg,0.30mg,0.57mg,222mg,21mg,227μg,0.02mg,0.09mg,0.82mg,2.13mg,0μg,
SE123,Sopa de sémola con pollo,D,38kcal,158KJ,19.00g,2.10g,0.70g,6.20g,5.30g,0.50g,0.20g,9mg,28mg,0.29mg,0.50mg,135mg,17mg,188μg,0.02mg,0.08mg,0.78mg,1.96mg,0μg,
SE123,Sopa de sémola con pollo,E,37kcal,155KJ,18.60g,2.20g,0.70g,6.00g,5.00g,0.40g,0.20g,9mg,27mg,0.28mg,0.49mg,163mg,15mg,141μg,0.02mg,0.07mg,0.76mg,1.78mg,0μg,
SE124,Sopa de sémola con res,C,54kcal,227KJ,29.70g,2.60g,0.30g,11.40g,9.40g,0.90g,0.40g,19mg,37mg,0.45mg,0.47mg,212mg,14mg,80μg,0.03mg,0.03mg,0.65mg,1.69mg,0μg,
SE124,Sopa de sémola con res,D,19kcal,81KJ,14.60g,0.70g,0.10g,4.50g,4.00g,0.50g,0.20g,9mg,12mg,0.08mg,0.17mg,25mg,8mg,27μg,0.02mg,0.01mg,0.12mg,1.62mg,0μg,
SE125,Sopa de trigo,B,25kcal,106KJ,25.70g,1.30g,0.50g,4.40g,3.70g,0.50g,0.30g,9mg,24mg,0.19mg,0.42mg,349mg,17mg,180μg,0.02mg,0.06mg,0.61mg,2.19mg,0μg,
SE125,Sopa de trigo,C,18kcal,75KJ,27.00g,1.10g,0.10g,3.30g,2.90g,0.40g,0.20g,10mg,17mg,0.18mg,0.26mg,239mg,8mg,53μg,0.01mg,0.02mg,0.42mg,1.73mg,0μg,
SE125,Sopa de trigo,D,20kcal,84KJ,19.50g,0.90g,0.30g,3.60g,2.30g,0.40g,0.30g,18mg,16mg,0.08mg,0.25mg,71mg,2mg,17μg,0.01mg,0.02mg,0.15mg,1.95mg,0μg,
SE125,Sopa de trigo,E,28kcal,116KJ,26.10g,1.60g,0.10g,5.50g,4.30g,0.30g,0.30g,21mg,29mg,0.10mg,0.73mg,80mg,11mg,61μg,0.02mg,0.02mg,0.37mg,1.84mg,0μg,
SE126,Sopa de trigo con pollo,C,43kcal,178KJ,14.10g,2.10g,0.70g,7.00g,6.40g,0.40g,0.30g,10mg,31mg,0.26mg,0.69mg,329mg,16mg,199μg,0.03mg,0.08mg,0.75mg,2.48mg,0μg,
SE126,Sopa de trigo con pollo,E,22kcal,94KJ,19.70g,1.60g,0.50g,3.10g,2.80g,0.20g,0.20g,9mg,24mg,0.15mg,0.61mg,150mg,19mg,165μg,0.02mg,0.06mg,0.54mg,1.62mg,0μg,
SE127,Sopa de trigo con res,C,24kcal,99KJ,24.50g,1.70g,0.20g,4.10g,3.20g,0.70g,0.30g,11mg,24mg,0.26mg,0.39mg,74mg,6mg,33μg,0.02mg,0.02mg,0.48mg,2.01mg,0μg,
SE127,Sopa de trigo con res,D,49kcal,205KJ,37.30g,1.60g,0.30g,11.40g,10.20g,1.20g,0.60g,13mg,41mg,0.30mg,0.48mg,385mg,4mg,17μg,0.04mg,0.08mg,0.74mg,4.54mg,0μg,
SE127,Sopa de trigo con res,E,24kcal,101KJ,30.10g,1.60g,0.20g,4.40g,3.80g,0.30g,0.30g,10mg,23mg,0.27mg,0.33mg,112mg,4mg,36μg,0.01mg,0.02mg,0.58mg,1.76mg,0μg,
SE128,Sopa de verduras,C,34kcal,143KJ,25.50g,2.50g,0.20g,5.90g,5.40g,0.50g,0.30g,10mg,31mg,0.46mg,0.65mg,234mg,6mg,20μg,0.02mg,0.03mg,0.80mg,2.32mg,0μg,
SE129,Sopa de verduras con pollo,A,37kcal,154KJ,22.00g,2.50g,0.30g,6.50g,5.50g,0.30g,0.20g,6mg,25mg,0.21mg,0.53mg,259mg,3mg,14μg,0.02mg,0.02mg,0.77mg,1.21mg,0μg,
SE129,Sopa de verduras con pollo,C,30kcal,125KJ,18.30g,1.80g,0.60g,4.70g,4.10g,0.40g,0.20g,9mg,23mg,0.24mg,0.61mg,190mg,18mg,143μg,0.02mg,0.06mg,0.64mg,1.91mg,0μg,
SE129,Sopa de verduras con pollo,D,53kcal,222KJ,35.40g,2.90g,0.50g,10.20g,9.40g,0.80g,0.50g,14mg,49mg,0.45mg,1.43mg,34mg,18mg,112μg,0.04mg,0.21mg,1.23mg,5.17mg,0μg,
SE129,Sopa de verduras con pollo,E,45kcal,188KJ,17.70g,2.40g,0.60g,7.80g,6.50g,0.40g,0.20g,8mg,29mg,0.31mg,0.84mg,36mg,15mg,150μg,0.02mg,0.07mg,0.70mg,1.44mg,0μg,
SE130,Sopa de verduras con res,A,28kcal,119KJ,16.50g,1.50g,0.10g,5.60g,5.10g,0.50g,0.20g,7mg,21mg,0.27mg,0.49mg,27mg,8mg,18μg,0.02mg,0.02mg,0.51mg,1.60mg,0μg,
SE130,Sopa de verduras con res,C,52kcal,216KJ,20.30g,1.60g,0.20g,11.70g,10.70g,1.00g,0.30g,9mg,35mg,0.37mg,0.64mg,146mg,6mg,12μg,0.03mg,0.04mg,0.60mg,2.71mg,0μg,
SE130,Sopa de verduras con res,E,36kcal,152KJ,18.50g,1.50g,0.10g,8.00g,7.30g,0.70g,0.30g,13mg,27mg,0.21mg,0.66mg,380mg,6mg,23μg,0.02mg,0.05mg,0.40mg,3.10mg,0μg,
SE131,Sopa wantán,A,62kcal,260KJ,11.60g,3.50g,0.50g,10.80g,6.50g,0.50g,0.30g,7mg,37mg,0.33mg,0.91mg,235mg,9mg,5μg,0.02mg,0.03mg,0.93mg,0.52mg,0μg,
SE131,Sopa wantán,B,154kcal,645KJ,12.70g,6.70g,8.50g,12.20g,8.80g,0.50g,15.50g,38mg,61mg,0.24mg,3.59mg,159mg,8mg,8μg,0.03mg,0.02mg,0.67mg,0.33mg,0μg,
SE131,Sopa wantán,C,77kcal,323KJ,12.70g,3.90g,2.40g,9.80g,5.90g,0.50g,3.70g,14mg,40mg,0.28mg,1.44mg,269mg,9mg,8μg,0.02mg,0.02mg,0.76mg,0.35mg,0μg,
SE131,Sopa wantán,D,98kcal,411KJ,15.10g,4.80g,3.00g,12.90g,8.00g,0.60g,4.80g,18mg,49mg,0.34mg,1.88mg,125mg,10mg,7μg,0.03mg,0.03mg,0.89mg,0.36mg,0μg,
SE131,Sopa wantán,E,71kcal,296KJ,12.30g,4.00g,1.80g,9.50g,6.50g,0.40g,2.70g,12mg,38mg,0.30mg,1.37mg,207mg,7mg,6μg,0.02mg,0.02mg,0.84mg,0.46mg,0μg,
SE132,Sustancia,D,60kcal,253KJ,25.30g,3.30g,1.10g,9.50g,8.80g,0.50g,0.30g,8mg,43mg,0.51mg,1.29mg,574mg,27mg,376μg,0.03mg,0.15mg,1.33mg,3.42mg,0μg,
SE133,Sustancia de pollo,A,49kcal,205KJ,18.30g,3.60g,0.40g,7.80g,7.50g,0.30g,0.40g,7mg,44mg,0.30mg,0.66mg,121mg,3mg,6μg,0.02mg,0.02mg,1.70mg,1.29mg,0μg,
SE133,Sustancia de pollo,D,45kcal,188KJ,16.60g,2.20g,0.70g,7.60g,7.10g,0.40g,0.20g,7mg,31mg,0.34mg,0.90mg,363mg,19mg,244μg,0.02mg,0.10mg,0.87mg,1.91mg,0μg,
SE134,Sustancia de res,A,41kcal,173KJ,12.20g,1.90g,0.60g,7.40g,7.00g,0.40g,0.20g,8mg,25mg,0.32mg,0.72mg,156mg,0mg,7μg,0.02mg,0.02mg,0.48mg,1.25mg,0μg,
SE134,Sustancia de res,C,41kcal,173KJ,19.30g,2.10g,0.40g,7.60g,6.90g,0.50g,0.20g,7mg,28mg,0.35mg,0.67mg,289mg,1mg,16μg,0.02mg,0.02mg,0.57mg,2.19mg,0μg,
SE134,Sustancia de res,D,44kcal,185KJ,16.00g,1.90g,0.70g,7.80g,7.30g,0.50g,0.20g,6mg,26mg,0.32mg,0.66mg,161mg,3mg,1μg,0.02mg,0.02mg,0.56mg,2.08mg,0μg,
SE134,Sustancia de res,E,54kcal,228KJ,14.80g,1.80g,0.50g,11.10g,9.60g,0.30g,0.20g,10mg,23mg,0.30mg,0.74mg,354mg,1mg,4μg,0.01mg,0.02mg,0.38mg,1.85mg,0μg,
SE135,Tamal de pollo,A,185kcal,776KJ,68.40g,6.80g,14.60g,7.70g,6.70g,1.00g,0.80g,25mg,72mg,0.55mg,1.25mg,589mg,4mg,5μg,0.06mg,0.16mg,2.82mg,11.05mg,0μg,
SE135,Tamal de pollo,D,310kcal,1296KJ,33.30g,5.60g,11.30g,48.20g,47.80g,0.40g,1.00g,41mg,132mg,0.18mg,2.63mg,226mg,0mg,2μg,0.11mg,0.13mg,2.38mg,8.21mg,0μg,
SE135,Tamal de pollo,E,109kcal,456KJ,28.80g,2.60g,8.70g,6.10g,5.50g,0.60g,0.40g,6mg,40mg,0.25mg,0.46mg,254mg,0mg,7μg,0.04mg,0.04mg,0.83mg,2.59mg,0μg,
SE136,Tamal verde,C,156kcal,654KJ,61.40g,3.70g,6.90g,22.60g,20.70g,2.00g,2.60g,29mg,93mg,0.43mg,1.24mg,901mg,35mg,7μg,0.11mg,0.08mg,1.52mg,4.81mg,0μg,
SE137,Tequeños,C,556kcal,2327KJ,15.70g,8.40g,45.20g,29.40g,0.50g,1.20g,1.20g,130mg,120mg,0.48mg,0.75mg,2mg,62mg,65μg,0.04mg,0.09mg,0.68mg,0.00mg,0μg,
SE137,Tequeños,E,512kcal,2143KJ,16.20g,7.10g,40.20g,32.00g,7.40g,1.60g,1.30g,103mg,108mg,0.45mg,0.73mg,79mg,50mg,45μg,0.08mg,0.09mg,0.87mg,0.42mg,0μg,
SE138,Tequeños con crema a la huancaína,C,400kcal,1672KJ,18.20g,10.80g,20.50g,41.60g,0.70g,1.50g,1.30g,180mg,156mg,0.63mg,0.96mg,142mg,78mg,94μg,0.05mg,0.13mg,0.85mg,0.00mg,0μg,
SE138,Tequeños con crema a la huancaína,E,154kcal,645KJ,69.00g,5.90g,8.30g,15.60g,2.90g,2.20g,0.80g,29mg,69mg,0.57mg,0.88mg,169mg,79mg,61μg,0.04mg,0.06mg,1.57mg,4.12mg,0μg,
